; CSV, generated by libsigrok4DSL 0.2.0 on Tue Oct 18 11:27:46 2022
; Channels (4/16)
; Sample rate: 20 MHz
; Sample count: 200.512 M Samples
Time(s), CLK, MOSI, CS, DC
1.2084879,1,0,0,1
1.20848795,0,1,0,1
1.208488,1,1,0,1
1.20848805,0,0,0,1
1.2084881,1,0,0,1
1.20848815,0,0,0,1
1.2084882,1,0,0,1
1.20848825,0,0,0,1
1.2084883,1,0,0,1
1.20848835,0,0,0,1
1.2084884,1,0,0,1
1.20848845,0,0,0,1
1.2084885,1,0,0,1
1.20848855,0,0,0,1
1.2084886,1,0,0,1
1.20848865,0,0,0,1
1.2140387,0,1,0,1
1.21403875,1,1,0,1
1.2140388,0,1,0,1
1.21403885,1,1,0,1
1.2140389,1,1,1,1
1.21403895,1,0,0,1
1.214039,0,0,0,1
1.21403905,1,0,0,1
1.2140391,0,0,0,1
1.21403915,1,0,0,1
1.2140392,0,0,0,1
1.21403925,1,0,0,1
1.2140393,0,0,0,1
1.21403935,1,0,0,1
1.2140394,0,0,0,1
1.21403945,1,0,0,1
1.2140395,0,0,0,1
1.2195955,0,1,0,1
1.21959555,1,1,0,1
1.2195956,0,1,0,1
1.21959565,1,1,0,1
1.2195957,0,0,0,1
1.21959575,1,0,0,1
1.2195958,0,0,0,1
1.21959585,1,0,0,1
1.2195959,0,0,0,1
1.21959595,1,0,0,1
1.219596,0,0,0,1
1.21959605,1,0,0,1
1.2195961,0,0,0,1
1.21959615,1,0,0,1
1.2195962,0,0,0,1
1.21959625,1,0,0,1
1.2195963,0,0,0,1
1.22514935,1,0,0,1
1.2251494,0,1,0,1
1.22514945,1,1,0,1
1.2251495,0,0,0,1
1.22514955,1,0,0,1
1.2251496,0,0,0,1
1.22514965,1,0,0,1
1.2251497,0,0,0,1
1.22514975,1,0,0,1
1.2251498,0,0,0,1
1.22514985,1,0,0,1
1.2251499,0,0,0,1
1.22514995,1,0,0,1
1.22515,0,0,0,1
1.22515005,1,0,0,1
1.2251501,0,0,0,1
1.2307003,0,1,0,1
1.23070035,1,1,0,1
1.2307004,0,1,0,1
1.23070045,1,1,0,1
1.2307005,0,0,0,1
1.23070055,1,0,0,1
1.2307006,0,0,0,1
1.23070065,1,0,0,1
1.2307007,0,0,0,1
1.23070075,1,0,0,1
1.2307008,0,0,0,1
1.23070085,1,0,0,1
1.2307009,0,0,0,1
1.23070095,1,0,0,1
1.230701,0,0,0,1
1.23070105,1,0,0,1
1.2307011,0,0,0,1
1.2362571,1,0,0,1
1.2362579,0,0,0,1
1.24180795,0,1,0,1
1.241808,1,1,0,1
1.24180805,0,1,0,1
1.2418081,1,1,0,1
1.24180815,0,0,0,1
1.2418082,1,0,0,1
1.24180825,0,0,0,1
1.2418083,1,0,0,1
1.24180835,0,0,0,1
1.2418084,1,0,0,1
1.24180845,0,0,0,1
1.2418085,1,0,0,1
1.24180855,0,0,0,1
1.2418086,1,0,0,1
1.24180865,0,0,0,1
1.2418087,1,0,0,1
1.24180875,0,0,0,1
1.2473647,0,1,0,1
1.24736475,1,1,0,1
1.2473648,0,1,0,1
1.24736485,1,1,0,1
1.2473649,0,0,0,1
1.24736495,1,0,0,1
1.247365,0,0,0,1
1.24736505,1,0,0,1
1.2473651,0,0,0,1
1.24736515,1,0,0,1
1.2473652,0,0,0,1
1.24736525,1,0,0,1
1.2473653,0,0,0,1
1.24736535,1,0,0,1
1.2473654,0,0,0,1
1.24736545,1,0,0,1
1.2473655,0,0,0,1
1.2529156,1,0,0,1
1.25291565,0,0,0,1
1.2529157,1,0,0,1
1.25291575,0,0,0,1
1.2529158,1,0,0,1
1.25291585,0,0,0,1
1.2529159,1,0,0,1
1.25291595,0,0,0,1
1.252916,1,0,0,1
1.25291605,0,0,0,1
1.2529161,1,0,0,1
1.25291615,0,0,0,1
1.2529162,1,0,0,1
1.25291625,0,0,0,1
1.2529163,1,0,0,1
1.25291635,0,0,0,1
1.2584724,1,0,0,1
1.25847245,0,0,0,1
1.2584725,1,0,0,1
1.25847255,0,0,0,1
1.2584726,1,0,0,1
1.25847265,0,0,0,1
1.2584727,1,0,0,1
1.25847275,0,0,0,1
1.2584728,1,0,0,1
1.25847285,0,0,0,1
1.2584729,1,0,0,1
1.25847295,0,0,0,1
1.258473,1,0,0,1
1.25847305,0,0,0,1
1.2584731,1,0,0,1
1.25847315,0,0,0,1
1.2640234,1,0,0,1
1.26402345,0,0,0,1
1.2640235,1,0,0,1
1.26402355,0,0,0,1
1.2640236,1,0,0,1
1.26402365,0,0,0,1
1.2640237,1,0,0,1
1.26402375,0,0,0,1
1.2640238,1,0,0,1
1.26402385,0,0,0,1
1.2640239,1,0,0,1
1.26402395,0,0,0,1
1.264024,1,0,0,1
1.26402405,0,0,0,1
1.2640241,1,0,0,1
1.26402415,0,0,0,1
1.26958015,1,0,0,1
1.2695802,0,0,0,1
1.26958025,1,0,0,1
1.2695803,0,0,0,1
1.26958035,1,0,0,1
1.2695804,0,0,0,1
1.26958045,1,0,0,1
1.2695805,0,0,0,1
1.26958055,1,0,0,1
1.2695806,0,0,0,1
1.26958065,1,0,0,1
1.2695807,0,0,0,1
1.26958075,1,0,0,1
1.2695808,0,0,0,1
1.26958085,1,0,0,1
1.2695809,0,0,0,1
1.27513395,1,0,0,1
1.275134,0,0,0,1
1.27513405,1,0,0,1
1.2751341,0,0,0,1
1.27513415,1,0,0,1
1.2751342,0,0,0,1
1.27513425,1,0,0,1
1.2751343,0,0,0,1
1.27513435,1,0,0,1
1.2751344,0,0,0,1
1.27513445,1,0,0,1
1.2751345,0,0,0,1
1.27513455,1,0,0,1
1.2751346,0,0,0,1
1.27513465,1,0,0,1
1.2751347,0,0,0,1
1.2806848,1,0,0,1
1.28068485,0,0,0,1
1.2806849,1,0,0,1
1.28068495,0,0,0,1
1.280685,1,0,0,1
1.28068505,0,0,0,1
1.2806851,1,0,0,1
1.28068515,0,0,0,1
1.2806852,1,0,0,1
1.28068525,0,0,0,1
1.2806853,1,0,0,1
1.28068535,0,0,0,1
1.2806854,1,0,0,1
1.28068545,0,0,0,1
1.2806855,1,0,0,1
1.28068555,0,0,0,1
1.28624155,0,1,0,1
1.2862416,1,1,0,1
1.28624165,0,1,0,1
1.2862417,1,1,0,1
1.28624175,0,0,0,1
1.2862418,1,0,0,1
1.28624185,0,0,0,1
1.2862419,1,0,0,1
1.28624195,0,0,0,1
1.286242,1,0,0,1
1.28624205,0,0,0,1
1.2862421,1,0,0,1
1.28624215,0,0,0,1
1.2862422,1,0,0,1
1.28624225,0,0,0,1
1.2862423,1,0,0,1
1.28624235,0,0,0,1
1.29179255,0,1,0,1
1.2917926,1,1,0,1
1.29179265,0,1,0,1
1.2917927,1,1,0,1
1.29179275,0,0,0,1
1.2917928,1,0,0,1
1.29179285,0,0,0,1
1.2917929,1,0,0,1
1.29179295,0,0,0,1
1.291793,1,0,0,1
1.29179305,0,0,0,1
1.2917931,1,0,0,1
1.29179315,0,0,0,1
1.2917932,1,0,0,1
1.29179325,0,0,0,1
1.2917933,1,0,0,1
1.29179335,0,0,0,1
1.29734935,1,0,0,1
1.29734995,0,0,0,1
1.29735,1,0,0,1
1.29735015,0,0,0,1
1.30290025,1,0,0,1
1.3029003,0,0,0,1
1.30290035,1,0,0,1
1.3029004,0,0,0,1
1.30290045,1,0,0,1
1.3029005,0,0,0,1
1.30290055,1,0,0,1
1.3029006,0,0,0,1
1.30290065,1,0,0,1
1.3029007,0,0,0,1
1.30290075,1,0,0,1
1.3029008,0,0,0,1
1.30290085,1,0,0,1
1.3029009,0,0,0,1
1.30290095,1,0,0,1
1.302901,0,0,0,1
1.308457,1,0,0,1
1.30845705,0,0,0,1
1.3084571,1,0,0,1
1.30845715,0,0,0,1
1.3084572,1,0,0,1
1.30845725,0,0,0,1
1.3084573,1,0,0,1
1.30845735,0,0,0,1
1.3084574,1,0,0,1
1.30845745,0,0,0,1
1.3084575,1,0,0,1
1.30845755,0,0,0,1
1.3084576,1,0,0,1
1.30845765,0,0,0,1
1.3084577,1,0,0,1
1.30845775,0,0,0,1
1.31400785,1,0,0,1
1.3140079,0,0,0,1
1.31400795,1,0,0,1
1.314008,0,0,0,1
1.31400805,1,0,0,1
1.3140081,0,0,0,1
1.31400815,1,0,0,1
1.3140082,0,0,0,1
1.31400825,1,0,0,1
1.3140083,0,0,0,1
1.31400835,1,0,0,1
1.3140084,0,0,0,1
1.31400845,1,0,0,1
1.3140085,0,0,0,1
1.31400855,1,0,0,1
1.3140086,0,0,0,1
1.31956465,1,0,0,1
1.3195647,0,0,0,1
1.31956475,1,0,0,1
1.3195648,0,0,0,1
1.31956485,1,0,0,1
1.3195649,0,0,0,1
1.31956495,1,0,0,1
1.319565,0,0,0,1
1.31956505,1,0,0,1
1.3195651,0,0,0,1
1.31956515,1,0,0,1
1.3195652,0,0,0,1
1.31956525,1,0,0,1
1.3195653,0,0,0,1
1.31956535,1,0,0,1
1.3195654,0,0,0,1
1.3251186,1,0,0,1
1.32511865,0,0,0,1
1.3251187,1,0,0,1
1.32511875,0,0,0,1
1.3251188,1,0,0,1
1.32511885,0,0,0,1
1.3251189,1,0,0,1
1.32511895,0,0,0,1
1.325119,1,0,0,1
1.32511905,0,0,0,1
1.3251191,1,0,0,1
1.32511915,0,0,0,1
1.3251192,1,0,0,1
1.32511925,0,0,0,1
1.3251193,1,0,0,1
1.32511935,0,0,0,1
1.33066935,1,0,0,1
1.3306694,0,0,0,1
1.33066945,1,0,0,1
1.3306695,0,0,0,1
1.33066955,1,0,0,1
1.3306696,0,0,0,1
1.33066965,1,0,0,1
1.3306697,0,0,0,1
1.33066975,1,0,0,1
1.3306698,0,0,0,1
1.33066985,1,0,0,1
1.3306699,0,0,0,1
1.33066995,1,0,0,1
1.33067,0,0,0,1
1.33067005,1,0,0,1
1.3306701,0,0,0,1
1.3362262,1,0,0,1
1.33622625,0,0,0,1
1.3362263,1,0,0,1
1.33622635,0,0,0,1
1.3362264,1,0,0,1
1.33622645,0,0,0,1
1.3362265,1,0,0,1
1.33622655,0,0,0,1
1.3362266,1,0,0,1
1.33622665,0,0,0,1
1.3362267,1,0,0,1
1.33622675,0,0,0,1
1.3362268,1,0,0,1
1.33622685,0,0,0,1
1.3362269,1,0,0,1
1.33622695,0,0,0,1
1.34177715,1,0,0,1
1.3417772,0,0,0,1
1.34177725,1,0,0,1
1.3417773,0,0,0,1
1.34177735,1,0,0,1
1.3417774,0,0,0,1
1.34177745,1,0,0,1
1.3417775,0,0,0,1
1.34177755,1,0,0,1
1.3417776,0,0,0,1
1.34177765,1,0,0,1
1.3417777,0,0,0,1
1.34177775,1,0,0,1
1.3417778,0,0,0,1
1.34177785,1,0,0,1
1.3417779,0,0,0,1
1.3473338,0,1,0,1
1.34733385,1,1,0,1
1.3473339,0,1,0,1
1.34733395,1,1,0,1
1.347334,0,0,0,1
1.34733405,1,0,0,1
1.3473341,0,0,0,1
1.34733415,1,0,0,1
1.3473342,0,0,0,1
1.34733425,1,0,0,1
1.3473343,0,0,0,1
1.34733435,1,0,0,1
1.3473344,0,0,0,1
1.34733445,1,0,0,1
1.3473345,0,0,0,1
1.34733455,1,0,0,1
1.3473346,0,0,0,1
1.3528847,0,1,0,1
1.35288475,1,1,0,1
1.3528848,0,1,0,1
1.35288485,1,1,0,1
1.3528849,0,0,1,1
1.35288495,1,0,0,1
1.352885,0,0,0,1
1.35288505,1,0,0,1
1.3528851,0,0,0,1
1.35288515,1,0,0,1
1.3528852,0,0,0,1
1.35288525,1,0,0,1
1.3528853,0,0,0,1
1.35288535,1,0,0,1
1.3528854,0,0,0,1
1.35288545,1,0,0,1
1.3528855,0,0,0,1
1.35844165,1,0,0,1
1.3584417,0,0,0,1
1.35844175,1,0,0,1
1.3584418,0,0,0,1
1.35844185,1,0,0,1
1.3584419,0,0,0,1
1.35844195,1,0,0,1
1.358442,0,0,0,1
1.35844205,1,0,0,1
1.3584421,0,0,0,1
1.35844215,1,0,0,1
1.3584422,0,0,0,1
1.35844225,1,0,0,1
1.3584423,0,0,0,1
1.35844235,1,0,0,1
1.3584424,0,0,0,1
1.3639924,1,0,0,1
1.36399245,0,0,0,1
1.3639925,1,0,0,1
1.36399255,0,0,0,1
1.3639926,1,0,0,1
1.36399265,0,0,0,1
1.3639927,1,0,0,1
1.36399275,0,0,0,1
1.3639928,1,0,0,1
1.36399285,0,0,0,1
1.3639929,1,0,0,1
1.36399295,0,0,0,1
1.363993,1,0,0,1
1.36399305,0,0,0,1
1.3639931,1,0,0,1
1.36399315,0,0,0,1
1.36954925,1,0,0,1
1.3695493,0,0,0,1
1.36954935,1,0,0,1
1.3695494,0,0,0,1
1.36954945,1,0,0,1
1.3695495,0,0,0,1
1.36954955,1,0,0,1
1.3695496,0,0,0,1
1.36954965,1,0,0,1
1.3695497,0,0,0,1
1.36954975,1,0,0,1
1.3695498,0,0,0,1
1.36954985,1,0,0,1
1.3695499,0,0,0,1
1.36954995,1,0,0,1
1.36955,0,0,0,1
1.3751002,1,0,0,1
1.37510025,0,0,0,1
1.3751003,1,0,0,1
1.37510035,0,0,0,1
1.3751004,1,0,0,1
1.37510045,0,0,0,1
1.3751005,1,0,0,1
1.37510055,0,0,0,1
1.3751006,1,0,0,1
1.37510065,0,0,0,1
1.3751007,1,0,0,1
1.37510075,0,0,0,1
1.3751008,1,0,0,1
1.37510085,0,0,0,1
1.3751009,1,0,0,1
1.37510095,0,0,0,1
1.3806569,1,0,0,1
1.38065695,0,0,0,1
1.380657,1,0,0,1
1.38065705,0,0,0,1
1.3806571,1,0,0,1
1.38065715,0,0,0,1
1.3806572,1,0,0,1
1.38065725,0,0,0,1
1.3806573,1,0,0,1
1.38065735,0,0,0,1
1.3806574,1,0,0,1
1.38065745,0,0,0,1
1.3806575,1,0,0,1
1.38065755,0,0,0,1
1.3806576,1,0,0,1
1.38065765,0,0,0,1
1.38621075,1,0,0,1
1.3862108,0,0,0,1
1.38621085,1,0,0,1
1.3862109,0,0,0,1
1.38621095,1,0,0,1
1.386211,0,0,0,1
1.38621105,1,0,0,1
1.3862111,0,0,0,1
1.38621115,1,0,0,1
1.3862112,0,0,0,1
1.38621125,1,0,0,1
1.3862113,0,0,0,1
1.38621135,1,0,0,1
1.3862114,0,0,0,1
1.38621145,1,0,0,1
1.3862115,0,0,0,1
1.3917617,1,0,0,1
1.39176175,0,0,0,1
1.3917618,1,0,0,1
1.39176185,0,0,0,1
1.3917619,1,0,0,1
1.39176195,0,0,0,1
1.391762,1,0,0,1
1.39176205,0,0,0,1
1.3917621,1,0,0,1
1.39176215,0,0,0,1
1.3917622,1,0,0,1
1.39176225,0,0,0,1
1.3917623,1,0,0,1
1.39176235,0,0,0,1
1.3917624,1,0,0,1
1.39176245,0,0,0,1
1.3973184,1,0,0,1
1.39731845,0,0,0,1
1.3973185,1,0,0,1
1.39731855,0,0,0,1
1.3973186,1,0,0,1
1.39731865,0,0,0,1
1.3973187,1,0,0,1
1.39731875,0,0,0,1
1.3973188,1,0,0,1
1.39731885,0,0,0,1
1.3973189,1,0,0,1
1.39731895,0,0,0,1
1.397319,1,0,0,1
1.39731905,0,0,0,1
1.3973191,1,0,0,1
1.39731915,0,0,0,1
1.4028693,1,0,0,1
1.40286935,0,0,0,1
1.4028694,1,0,0,1
1.40286945,0,0,0,1
1.4028695,1,0,0,1
1.40286955,0,0,0,1
1.4028696,1,0,0,1
1.40286965,0,0,0,1
1.4028697,1,0,0,1
1.40286975,0,0,0,1
1.4028698,1,0,0,1
1.40286985,0,0,0,1
1.4028699,1,0,0,1
1.40286995,0,0,0,1
1.40287,1,0,0,1
1.40287005,0,0,0,1
1.40842615,1,0,0,1
1.4084262,0,0,0,1
1.40842625,1,0,0,1
1.4084263,0,0,0,1
1.40842635,1,0,0,1
1.4084264,0,0,0,1
1.40842645,1,0,0,1
1.4084265,0,0,0,1
1.40842655,1,0,0,1
1.4084266,0,0,0,1
1.40842665,1,0,0,1
1.4084267,0,0,0,1
1.40842675,1,0,0,1
1.4084268,0,0,0,1
1.40842685,1,0,0,1
1.4084269,0,0,0,1
1.4139771,1,0,0,1
1.41397715,0,0,0,1
1.4139772,1,0,0,1
1.41397725,0,0,0,1
1.4139773,1,0,0,1
1.41397735,0,0,0,1
1.4139774,1,0,0,1
1.41397745,0,0,0,1
1.4139775,1,0,0,1
1.41397755,0,0,0,1
1.4139776,1,0,0,1
1.41397765,0,0,0,1
1.4139777,1,0,0,1
1.41397775,0,0,0,1
1.4139778,1,0,0,1
1.41397785,0,0,0,1
1.4195338,1,0,0,1
1.41953385,0,0,0,1
1.4195339,1,0,0,1
1.41953395,0,0,0,1
1.419534,1,0,0,1
1.41953405,0,0,0,1
1.4195341,1,0,0,1
1.41953415,0,0,0,1
1.4195342,1,0,0,1
1.41953425,0,0,0,1
1.4195343,1,0,0,1
1.41953435,0,0,0,1
1.4195344,1,0,0,1
1.41953445,0,0,0,1
1.4195345,1,0,0,1
1.41953455,0,0,0,1
1.42508475,1,0,0,1
1.4250848,0,0,0,1
1.42508485,1,0,0,1
1.4250849,0,0,0,1
1.42508495,1,0,0,1
1.425085,0,0,0,1
1.42508505,1,0,0,1
1.4250851,0,0,0,1
1.42508515,1,0,0,1
1.4250852,0,0,0,1
1.42508525,1,0,0,1
1.4250853,0,0,0,1
1.42508535,1,0,0,1
1.4250854,0,0,0,1
1.42508545,1,0,0,1
1.4250855,0,0,0,1
1.43064145,1,0,0,1
1.4306415,0,0,0,1
1.43064155,1,0,0,1
1.4306416,0,0,0,1
1.43064165,1,0,0,1
1.4306417,0,0,0,1
1.43064175,1,0,0,1
1.4306418,0,0,0,1
1.43064185,1,0,0,1
1.4306419,0,0,0,1
1.43064195,1,0,0,1
1.430642,0,0,0,1
1.43064205,1,0,0,1
1.4306421,0,0,0,1
1.43064215,1,0,0,1
1.4306422,0,0,0,1
1.4361953,1,0,0,1
1.43619535,0,0,0,1
1.4361954,1,0,0,1
1.43619545,0,0,0,1
1.4361955,1,0,0,1
1.43619555,0,0,0,1
1.4361956,1,0,0,1
1.43619565,0,0,0,1
1.4361957,1,0,0,1
1.43619575,0,0,0,1
1.4361958,1,0,0,1
1.43619585,0,0,0,1
1.4361959,1,0,0,1
1.43619595,0,0,0,1
1.436196,1,0,0,1
1.43619605,0,0,0,1
1.44174625,1,0,0,1
1.4417463,0,0,0,1
1.44174635,1,0,0,1
1.4417464,0,0,0,1
1.44174645,1,0,0,1
1.4417465,0,0,0,1
1.44174655,1,0,0,1
1.4417466,0,0,0,1
1.44174665,1,0,0,1
1.4417467,0,0,0,1
1.44174675,1,0,0,1
1.4417468,0,0,0,1
1.44174685,1,0,0,1
1.4417469,0,0,0,1
1.44174695,1,0,0,1
1.441747,0,0,0,1
1.4473031,1,0,0,1
1.44730315,0,0,0,1
1.4473032,1,0,0,1
1.44730325,0,0,0,1
1.4473033,1,0,0,1
1.44730335,0,0,0,1
1.4473034,1,0,0,1
1.44730345,0,0,0,1
1.4473035,1,0,0,1
1.44730355,0,0,0,1
1.4473036,1,0,0,1
1.44730365,0,0,0,1
1.4473037,1,0,0,1
1.44730375,0,0,0,1
1.4473038,1,0,0,1
1.44730385,0,0,0,1
1.45285385,1,0,0,1
1.4528539,0,0,0,1
1.45285395,1,0,0,1
1.452854,0,0,0,1
1.45285405,1,0,0,1
1.4528541,0,0,0,1
1.45285415,1,0,0,1
1.4528542,0,0,0,1
1.45285425,1,0,0,1
1.4528543,0,0,0,1
1.45285435,1,0,0,1
1.4528544,0,0,0,1
1.45285445,1,0,0,1
1.4528545,0,0,0,1
1.45285455,1,0,0,1
1.4528546,0,0,0,1
1.4584107,1,0,0,1
1.45841075,0,0,0,1
1.4584108,1,0,0,1
1.45841085,0,0,0,1
1.4584109,1,0,0,1
1.45841095,0,0,0,1
1.458411,1,0,0,1
1.45841105,0,0,0,1
1.4584111,1,0,0,1
1.45841115,0,0,0,1
1.4584112,1,0,0,1
1.45841125,0,0,0,1
1.4584113,1,0,0,1
1.45841135,0,0,0,1
1.4584114,1,0,0,1
1.45841145,0,0,0,1
1.46396165,1,0,0,1
1.4639617,0,0,0,1
1.46396175,1,0,0,1
1.4639618,0,0,0,1
1.46396185,1,0,0,1
1.4639619,0,0,0,1
1.46396195,1,0,0,1
1.463962,0,0,0,1
1.46396205,1,0,0,1
1.4639621,0,0,0,1
1.46396215,1,0,0,1
1.4639622,0,0,0,1
1.46396225,1,0,0,1
1.4639623,0,0,0,1
1.46396235,1,0,0,1
1.4639624,0,0,0,1
1.46951835,1,0,0,1
1.4695184,0,0,0,1
1.46951845,1,0,0,1
1.4695185,0,0,0,1
1.46951855,1,0,0,1
1.4695186,0,0,0,1
1.46951865,1,0,0,1
1.4695187,0,0,0,1
1.46951875,1,0,0,1
1.4695188,0,0,0,1
1.46951885,1,0,0,1
1.4695189,0,0,0,1
1.46951895,1,0,0,1
1.469519,0,0,0,1
1.46951905,1,0,0,1
1.4695191,0,0,0,1
1.47506925,1,0,0,1
1.4750693,0,0,0,1
1.47506935,1,0,0,1
1.4750694,0,0,0,1
1.47506945,1,0,0,1
1.4750695,0,0,0,1
1.47506955,1,0,0,1
1.4750696,0,0,0,1
1.47506965,1,0,0,1
1.4750697,0,0,0,1
1.47506975,1,0,0,1
1.4750698,0,0,0,1
1.47506985,1,0,0,1
1.4750699,0,0,0,1
1.47506995,1,0,0,1
1.47507,0,0,0,1
1.48062615,1,0,0,1
1.4806262,0,0,0,1
1.48062625,1,0,0,1
1.4806263,0,0,0,1
1.48062635,1,0,0,1
1.4806264,0,0,0,1
1.48062645,1,0,0,1
1.4806265,0,0,0,1
1.48062655,1,0,0,1
1.4806266,0,0,0,1
1.48062665,1,0,0,1
1.4806267,0,0,0,1
1.48062675,1,0,0,1
1.4806268,0,0,0,1
1.48062685,1,0,0,1
1.4806269,0,0,0,1
1.48617985,1,0,0,1
1.4861799,0,0,0,1
1.48617995,1,0,0,1
1.48618,0,0,0,1
1.48618005,1,0,0,1
1.4861801,0,0,0,1
1.48618015,1,0,0,1
1.4861802,0,0,0,1
1.48618025,1,0,0,1
1.4861803,0,0,0,1
1.48618035,1,0,0,1
1.4861804,0,0,0,1
1.48618045,1,0,0,1
1.4861805,0,0,0,1
1.48618055,1,0,0,1
1.4861806,0,0,0,1
1.49173075,1,0,0,1
1.4917308,0,0,0,1
1.49173085,1,0,0,1
1.4917309,0,0,0,1
1.49173095,1,0,0,1
1.491731,0,0,0,1
1.49173105,1,0,0,1
1.4917311,0,0,0,1
1.49173115,1,0,0,1
1.4917312,0,0,0,1
1.49173125,1,0,0,1
1.4917313,0,0,0,1
1.49173135,1,0,0,1
1.4917314,0,0,0,1
1.49173145,1,0,0,1
1.4917315,0,0,0,1
1.4972876,1,0,0,1
1.4972884,0,0,0,1
1.50283855,1,0,0,1
1.5028386,0,0,0,1
1.50283865,1,0,0,1
1.5028387,0,0,0,1
1.50283875,1,0,0,1
1.5028388,0,0,0,1
1.50283885,1,0,0,1
1.5028389,0,0,0,1
1.50283895,1,0,0,1
1.502839,0,0,0,1
1.50283905,1,0,0,1
1.5028391,0,0,0,1
1.50283915,1,0,0,1
1.5028392,0,0,0,1
1.50283925,1,0,0,1
1.5028393,0,0,0,1
1.50839525,1,0,0,1
1.5083953,0,0,0,1
1.50839535,1,0,0,1
1.5083954,0,0,0,1
1.50839545,1,0,0,1
1.5083955,0,0,0,1
1.50839555,1,0,0,1
1.5083956,0,0,0,1
1.50839565,1,0,0,1
1.5083957,0,0,0,1
1.50839575,1,0,0,1
1.5083958,0,0,0,1
1.50839585,1,0,0,1
1.5083959,0,0,0,1
1.50839595,1,0,0,1
1.508396,0,0,0,1
1.5139462,1,0,0,1
1.51394625,0,0,0,1
1.5139463,1,0,0,1
1.51394635,0,0,0,1
1.5139464,1,0,0,1
1.51394645,0,0,0,1
1.5139465,1,0,0,1
1.51394655,0,0,0,1
1.5139466,1,0,0,1
1.51394665,0,0,0,1
1.5139467,1,0,0,1
1.51394675,0,0,0,1
1.5139468,1,0,0,1
1.51394685,0,0,0,1
1.5139469,1,0,0,1
1.51394695,0,0,0,1
1.5195029,1,0,0,1
1.51950295,0,0,0,1
1.519503,1,0,0,1
1.51950305,0,0,0,1
1.5195031,1,0,0,1
1.51950315,0,0,0,1
1.5195032,1,0,0,1
1.51950325,0,0,0,1
1.5195033,1,0,0,1
1.51950335,0,0,0,1
1.5195034,1,0,0,1
1.51950345,0,0,0,1
1.5195035,1,0,0,1
1.51950355,0,0,0,1
1.5195036,1,0,0,1
1.51950365,0,0,0,1
1.5250538,1,0,0,1
1.52505385,0,0,0,1
1.5250539,1,0,0,1
1.52505395,0,0,0,1
1.525054,1,0,0,1
1.52505405,0,0,0,1
1.5250541,1,0,0,1
1.52505415,0,0,0,1
1.5250542,1,0,0,1
1.52505425,0,0,0,1
1.5250543,1,0,0,1
1.52505435,0,0,0,1
1.5250544,1,0,0,1
1.52505445,0,0,0,1
1.5250545,1,0,0,1
1.52505455,0,0,0,1
1.53061065,1,0,0,1
1.5306107,0,0,0,1
1.53061075,1,0,0,1
1.5306108,0,0,0,1
1.53061085,1,0,0,1
1.5306109,0,0,0,1
1.53061095,1,0,0,1
1.530611,0,0,0,1
1.53061105,1,0,0,1
1.5306111,0,0,0,1
1.53061115,1,0,0,1
1.5306112,0,0,0,1
1.53061125,1,0,0,1
1.5306113,0,0,0,1
1.53061135,1,0,0,1
1.5306114,0,0,0,1
1.5361645,1,0,0,1
1.53616455,0,0,0,1
1.5361646,1,0,0,1
1.53616465,0,0,0,1
1.5361647,1,0,0,1
1.53616475,0,0,0,1
1.5361648,1,0,0,1
1.53616485,0,0,0,1
1.5361649,1,0,0,1
1.53616495,0,0,0,1
1.536165,1,0,0,1
1.53616505,0,0,0,1
1.5361651,1,0,0,1
1.53616515,0,0,0,1
1.5361652,1,0,0,1
1.53616525,0,0,0,1
1.5417154,1,0,0,1
1.54171545,0,0,0,1
1.5417155,1,0,0,1
1.54171555,0,0,0,1
1.5417156,1,0,0,1
1.54171565,0,0,0,1
1.5417157,1,0,0,1
1.54171575,0,0,0,1
1.5417158,1,0,0,1
1.54171585,0,0,0,1
1.5417159,1,0,0,1
1.54171595,0,0,0,1
1.541716,1,0,0,1
1.54171605,0,0,0,1
1.5417161,1,0,0,1
1.54171615,0,0,0,1
1.5472722,1,0,0,1
1.54727225,0,0,0,1
1.5472723,1,0,0,1
1.54727235,0,0,0,1
1.5472724,1,0,0,1
1.54727245,0,0,0,1
1.5472725,1,0,0,1
1.54727255,0,0,0,1
1.5472726,1,0,0,1
1.54727265,0,0,0,1
1.5472727,1,0,0,1
1.54727275,0,0,0,1
1.5472728,1,0,0,1
1.54727285,0,0,0,1
1.5472729,1,0,0,1
1.54727295,0,0,0,1
1.552823,1,0,0,1
1.55282305,0,0,0,1
1.5528231,1,0,0,1
1.55282315,0,0,0,1
1.5528232,1,0,0,1
1.55282325,0,0,0,1
1.5528233,1,0,0,1
1.55282335,0,0,0,1
1.5528234,1,0,0,1
1.55282345,0,0,0,1
1.5528235,1,0,0,1
1.55282355,0,0,0,1
1.5528236,1,0,0,1
1.55282365,0,0,0,1
1.5528237,1,0,0,1
1.55282375,0,0,0,1
1.5583799,1,0,0,1
1.55837995,0,0,0,1
1.55838,1,0,0,1
1.55838005,0,0,0,1
1.5583801,1,0,0,1
1.55838015,0,0,0,1
1.5583802,1,0,0,1
1.55838025,0,0,0,1
1.5583803,1,0,0,1
1.55838035,0,0,0,1
1.5583804,1,0,0,1
1.55838045,0,0,0,1
1.5583805,1,0,0,1
1.55838055,0,0,0,1
1.5583806,1,0,0,1
1.55838065,0,0,0,1
1.5639307,1,0,0,1
1.56393075,0,0,0,1
1.5639308,1,0,0,1
