; CSV, generated by libsigrok4DSL 0.2.0 on Tue Oct 18 11:27:46 2022
; Channels (4/16)
; Sample rate: 20 MHz
; Sample count: 200.512 M Samples
Time(s), CLK, MOSI, CS, DC
0.3581431,1,1,1,0
0.3581517,1,1,0,0
0.35817775,1,1,1,1
0.3581778,1,1,1,0
0.3581864,1,1,0,0
0.3581951,1,1,1,1
0.35819515,1,1,1,0
0.3582211,1,1,0,0
0.3582298,1,1,1,1
0.35822985,1,1,1,0
0.3582385,1,1,0,0
0.35824715,1,1,1,0
0.3582472,1,1,1,1
0.35824725,1,1,1,0
0.35825585,1,1,0,0
0.3582732,1,1,1,1
0.3582733,1,1,1,0
0.35828185,1,1,0,0
0.35829055,1,1,1,1
0.3582906,1,1,1,0
0.3583079,1,1,0,0
0.35831655,1,1,1,1
0.35831665,1,1,1,0
0.35832525,1,1,0,0
0.3583426,1,1,1,1
0.3583427,1,1,1,0
0.35835995,1,1,0,0
0.35836865,1,1,1,1
0.35836875,1,1,1,0
0.35839465,1,1,0,0
0.35840335,1,1,1,1
0.35840345,1,1,1,0
0.35841205,1,1,0,0
0.3584207,1,1,1,1
0.3584208,1,1,1,0
0.3584294,1,1,0,0
0.35843805,1,1,1,1
0.35843815,1,1,1,0
0.35844675,1,1,0,0
0.3584641,1,1,1,1
0.3584642,1,1,1,0
0.35848145,1,1,0,0
0.3584901,1,1,1,1
0.3584902,1,1,1,0
0.3584988,1,1,0,0
0.35855085,1,1,1,1
0.35855095,1,1,1,0
0.35855955,1,1,0,0
0.3585769,1,1,1,1
0.358577,1,1,1,0
0.3585856,1,1,0,0
0.35862895,1,1,1,1
0.35862905,1,1,1,0
0.35863765,1,1,0,0
0.3586463,1,1,1,0
0.35864635,1,1,1,1
0.3586464,1,1,1,0
0.358655,1,1,0,0
0.35866365,1,1,1,0
0.3586637,1,1,1,1
0.35866375,1,1,1,0
0.35867235,1,1,1,1
0.3586724,1,1,0,0
0.35868105,1,1,1,1
0.35868115,1,1,1,0
0.3586897,1,1,1,1
0.35868975,1,1,0,0
0.35872445,1,1,1,1
0.3587245,1,1,1,0
0.3587418,1,1,0,0
0.35875045,1,1,1,1
0.35875055,1,1,1,0
0.35875915,1,1,0,0
0.3587765,1,1,1,0
0.35877655,1,1,1,1
0.3587766,1,1,1,0
0.3587852,1,1,0,0
0.35880255,1,1,1,1
0.3588026,1,1,1,0
0.35882855,1,1,0,0
0.35883725,1,1,1,1
0.3588373,1,1,1,0
0.35884595,1,1,0,0
0.35887195,1,1,1,1
0.35887205,1,1,1,0
0.35888065,1,1,0,0
0.3588893,1,1,1,1
0.3588894,1,1,1,0
0.35891535,1,1,0,0
0.358924,1,1,1,1
0.3589241,1,1,1,0
0.3589327,1,1,0,0
0.3589414,1,1,1,1
0.3589415,1,1,1,0
0.35895005,1,1,0,0
0.3589674,1,1,1,1
0.3589675,1,1,1,0
0.3589761,1,1,0,0
0.35898475,1,1,1,1
0.35898485,1,1,1,0
0.3590021,1,1,0,0
0.3590108,1,1,1,1
0.3590109,1,1,1,0
0.3590195,1,1,0,0
0.3590455,1,1,1,1
0.3590456,1,1,1,0
0.3590542,1,1,0,0
0.35906285,1,1,1,1
0.35906295,1,1,1,0
0.3590889,1,1,0,0
0.35909755,1,1,1,1
0.35909765,1,1,1,0
0.35910625,1,1,0,0
0.35911495,1,1,1,1
0.35911505,1,1,1,0
0.3591236,1,1,0,0
0.35914095,1,1,1,1
0.35914105,1,1,1,0
0.35914965,1,1,0,0
0.3591583,1,1,1,1
0.3591584,1,1,1,0
0.35917565,1,1,0,0
0.35918435,1,1,1,1
0.35918445,1,1,1,0
0.35919305,1,1,0,0
0.3592017,1,1,1,1
0.3592018,1,1,1,0
0.3592364,1,1,0,0
0.3592451,1,1,1,1
0.3592452,1,1,1,0
0.35926245,1,1,0,0
0.3592711,1,1,1,0
0.35927115,1,1,1,1
0.3592712,1,1,1,0
0.35927985,1,1,0,0
0.3592972,1,1,1,1
0.35929725,1,1,1,0
0.3593232,1,1,0,0
0.3593319,1,1,1,1
0.35933195,1,1,1,0
0.35934925,1,1,0,0
0.3593579,1,1,1,0
0.35935795,1,1,1,1
0.359358,1,1,1,0
0.3593666,1,1,0,0
0.3593753,1,1,1,1
0.35937535,1,1,1,0
0.35939265,1,1,0,0
0.3594013,1,1,1,0
0.35940135,1,1,1,1
0.3594014,1,1,1,0
0.35941865,1,1,0,0
0.35942735,1,1,1,1
0.35942745,1,1,1,0
0.359436,1,1,0,0
0.3594447,1,1,1,1
0.3594448,1,1,1,0
0.3594534,1,1,0,0
0.35949675,1,1,1,1
0.35949685,1,1,1,0
0.3595141,1,1,0,0
0.35953145,1,1,1,1
0.35953155,1,1,1,0
0.35954015,1,1,0,0
0.35954885,1,1,1,1
0.35954895,1,1,1,0
0.3595575,1,1,0,0
0.3595662,1,1,1,1
0.3595663,1,1,1,0
0.3595922,1,1,0,0
0.3596009,1,1,1,1
0.359601,1,1,1,0
0.35960955,1,1,0,0
0.35961825,1,1,1,1
0.35961835,1,1,1,0
0.35962695,1,1,0,0
0.359679,1,1,1,1
0.3596791,1,1,1,0
0.35968765,1,1,0,0
0.359705,1,1,1,1
0.3597051,1,1,1,0
0.3597137,1,1,0,0
0.3597224,1,1,1,1
0.3597225,1,1,1,0
0.35973975,1,1,0,0
0.35976575,1,1,1,1
0.35976585,1,1,1,0
0.3597831,1,1,0,0
0.3597918,1,1,1,1
0.3597919,1,1,1,0
0.3598005,1,1,0,0
0.35980915,1,1,1,0
0.3598092,1,1,1,1
0.35980925,1,1,1,0
0.35984385,1,1,1,1
0.3598439,1,1,0,0
0.35985255,1,1,1,1
0.35985265,1,1,1,0
0.3598699,1,1,0,0
0.3598786,1,1,1,1
0.35987865,1,1,1,0
0.3598873,1,1,0,0
0.35990465,1,1,1,1
0.3599047,1,1,1,0
0.35993065,1,1,0,0
0.35993935,1,1,1,1
0.3599394,1,1,1,0
0.3599567,1,1,0,0
0.35996535,1,1,1,0
0.3599654,1,1,1,1
0.35996545,1,1,1,0
0.35997405,1,1,0,0
0.35998275,1,1,1,1
0.35998285,1,1,1,0
0.3600001,1,1,0,0
0.36001745,1,1,1,1
0.3600175,1,1,1,0
0.36004345,1,1,0,0
0.36005215,1,1,1,1
0.36005225,1,1,1,0
0.36006085,1,1,0,0
0.3600695,1,1,1,1
0.3600696,1,1,1,0
0.3600782,1,1,0,0
0.36008685,1,1,1,1
0.36008695,1,1,1,0
0.36009555,1,1,0,0
0.3601042,1,1,1,1
0.3601043,1,1,1,0
0.36013025,1,1,0,0
0.3601389,1,1,1,1
0.360139,1,1,1,0
0.3601476,1,1,0,0
0.3601563,1,1,1,1
0.3601564,1,1,1,0
0.36016495,1,1,0,0
0.36017365,1,1,1,1
0.36017375,1,1,1,0
0.360191,1,1,0,0
0.36019965,1,1,1,1
0.36019975,1,1,1,0
0.360217,1,1,0,0
0.3602257,1,1,1,1
0.3602258,1,1,1,0
0.3602344,1,1,0,0
0.36024305,1,1,1,1
0.36024315,1,1,1,0
0.36025175,1,1,0,0
0.3602604,1,1,1,1
0.3602605,1,1,1,0
0.3602691,1,1,0,0
0.36028645,1,1,1,1
0.36028655,1,1,1,0
0.3603038,1,1,0,0
0.36031245,1,1,1,1
0.36031255,1,1,1,0
0.36032115,1,1,0,0
0.3603472,1,1,1,1
0.3603473,1,1,1,0
0.36035585,1,1,0,0
0.3603732,1,1,1,0
0.36037325,1,1,1,1
0.3603733,1,1,1,0
0.36039055,1,1,0,0
0.36039925,1,1,1,1
0.36039935,1,1,1,0
0.36040795,1,1,0,0
0.36046,1,1,1,1
0.3604601,1,1,1,0
0.3604687,1,1,0,0
0.36048605,1,1,1,1
0.3604861,1,1,1,0
0.36049475,1,1,0,0
0.3605034,1,1,1,0
0.36050345,1,1,1,1
0.3605035,1,1,1,0
0.3605121,1,1,0,0
0.36052075,1,1,1,0
0.3605208,1,1,1,1
0.36052085,1,1,1,0
0.36052945,1,1,0,0
0.3605381,1,1,1,0
0.36053815,1,1,1,1
0.3605382,1,1,1,0
0.36055545,1,1,0,0
0.3605728,1,1,1,0
0.36057285,1,1,1,1
0.3605729,1,1,1,0
0.3605815,1,1,0,0
0.3605902,1,1,1,1
0.3605903,1,1,1,0
0.36059885,1,1,0,0
0.3606162,1,1,1,1
0.3606163,1,1,1,0
0.36064225,1,1,0,0
0.3606596,1,1,1,1
0.3606597,1,1,1,0
0.3606683,1,1,0,0
0.36068565,1,1,1,1
0.36068575,1,1,1,0
0.360703,1,1,0,0
0.36071165,1,1,1,1
0.36071175,1,1,1,0
0.360729,1,1,0,0
0.36074635,1,1,1,1
0.36074645,1,1,1,0
0.36075505,1,1,0,0
0.3608071,1,1,1,1
0.3608072,1,1,1,0
0.3608158,1,1,0,0
0.36083315,1,1,1,1
0.36083325,1,1,1,0
0.36084185,1,1,0,0
0.3608592,1,1,1,1
0.3608593,1,1,1,0
0.36086785,1,1,0,0
0.36090255,1,1,1,1
0.36090265,1,1,1,0
0.36091125,1,1,0,0
0.3609199,1,1,1,1
0.36092,1,1,1,0
0.3609286,1,1,0,0
0.3609373,1,1,1,1
0.3609374,1,1,1,0
0.36094595,1,1,0,0
0.3609633,1,1,1,0
0.36096335,1,1,1,1
0.3609634,1,1,1,0
0.360998,1,1,1,1
0.36099805,1,1,0,0
0.3610067,1,1,1,1
0.3610068,1,1,1,0
0.3610154,1,1,0,0
0.36104145,1,1,1,1
0.3610415,1,1,1,0
0.3610501,1,1,0,0
0.3610588,1,1,1,1
0.36105885,1,1,1,0
0.3610848,1,1,0,0
0.3610935,1,1,1,1
0.36109355,1,1,1,0
0.3611022,1,1,0,0
0.36111085,1,1,1,0
0.3611109,1,1,1,1
0.36111095,1,1,1,0
0.36111955,1,1,0,0
0.3611282,1,1,1,0
0.36112825,1,1,1,1
0.3611283,1,1,1,0
0.3611369,1,1,0,0
0.36115425,1,1,1,1
0.36115435,1,1,1,0
0.3611716,1,1,0,0
0.36118025,1,1,1,1
0.36118035,1,1,1,0
0.36118895,1,1,0,0
0.36119765,1,1,1,1
0.36119775,1,1,1,0
0.361215,1,1,0,0
0.36123235,1,1,1,1
0.36123245,1,1,1,0
0.36125835,1,1,0,0
0.36126705,1,1,1,1
0.36126715,1,1,1,0
0.36127575,1,1,0,0
0.3612844,1,1,1,1
0.3612845,1,1,1,0
0.3612931,1,1,0,0
0.36130175,1,1,1,1
0.36130185,1,1,1,0
0.3613191,1,1,0,0
0.3613538,1,1,1,1
0.3613539,1,1,1,0
0.3613625,1,1,0,0
0.36137985,1,1,1,1
0.36137995,1,1,1,0
0.36138855,1,1,0,0
0.3613972,1,1,1,1
0.3613973,1,1,1,0
0.3614059,1,1,0,0
0.3614406,1,1,1,1
0.3614407,1,1,1,0
0.3614493,1,1,0,0
0.36145795,1,1,1,1
0.36145805,1,1,1,0
0.3614753,1,1,0,0
0.361484,1,1,1,1
0.3614841,1,1,1,0
0.36150135,1,1,0,0
0.36151,1,1,1,1
0.3615101,1,1,1,0
0.3615187,1,1,0,0
0.36152735,1,1,1,0
0.3615274,1,1,1,1
0.36152745,1,1,1,0
0.36153605,1,1,0,0
0.36158815,1,1,1,1
0.3615882,1,1,1,0
0.3615968,1,1,0,0
0.36161415,1,1,1,1
0.36161425,1,1,1,0
0.36162285,1,1,0,0
0.3616749,1,1,1,0
0.36167495,1,1,1,1
0.361675,1,1,1,0
0.3616836,1,1,0,0
0.36170095,1,1,1,1
0.361701,1,1,1,0
0.36170965,1,1,0,0
0.3617617,1,1,1,1
0.3617618,1,1,1,0
0.36177035,1,1,0,0
0.3617877,1,1,1,1
0.3617878,1,1,1,0
0.3617964,1,1,0,0
0.36184845,1,1,1,1
0.36184855,1,1,1,0
0.36185715,1,1,0,0
0.3618745,1,1,1,1
0.3618746,1,1,1,0
0.3618832,1,1,0,0
0.36193525,1,1,1,1
0.36193535,1,1,1,0
0.3619439,1,1,0,0
0.36196125,1,1,1,1
0.36196135,1,1,1,0
0.36196995,1,1,0,0
0.362022,1,1,1,1
0.3620221,1,1,1,0
0.3620307,1,1,0,0
0.36204805,1,1,1,1
0.36204815,1,1,1,0
0.36205675,1,1,0,0
0.3621088,1,1,1,1
0.3621089,1,1,1,0
0.36211745,1,1,0,0
0.3621348,1,1,1,0
0.36213485,1,1,1,1
0.3621349,1,1,1,0
0.3621435,1,1,1,1
0.36214355,1,1,0,0
0.3621956,1,1,1,1
0.36219565,1,1,1,0
0.36220425,1,1,0,0
0.3622216,1,1,1,1
0.3622217,1,1,1,0
0.3622303,1,1,0,0
0.36228235,1,1,1,0
0.3622824,1,1,1,1
0.36228245,1,1,1,0
0.36229105,1,1,0,0
0.3623084,1,1,1,1
0.3623085,1,1,1,0
0.3623171,1,1,0,0
0.36236045,1,1,1,1
0.36236055,1,1,1,0
0.3623778,1,1,0,0
0.36239515,1,1,1,1
0.36239525,1,1,1,0
0.36240385,1,1,0,0
0.36241255,1,1,1,1
0.36241265,1,1,1,0
0.3624212,1,1,0,0
0.3624299,1,1,1,1
0.36243,1,1,1,0
0.3624559,1,1,0,0
0.3624646,1,1,1,1
0.3624647,1,1,1,0
0.36247325,1,1,0,0
0.36248195,1,1,1,1
0.36248205,1,1,1,0
0.36249065,1,1,0,0
0.3624993,1,1,1,1
0.3624994,1,1,1,0
0.36251665,1,1,0,0
0.36252535,1,1,1,1
0.36252545,1,1,1,0
0.3625427,1,1,0,0
0.36255135,1,1,1,1
0.36255145,1,1,1,0
0.36256005,1,1,0,0
0.3625687,1,1,1,1
0.3625688,1,1,1,0
0.3625774,1,1,0,0
0.3625861,1,1,1,1
0.3625862,1,1,1,0
0.36259475,1,1,0,0
0.3626121,1,1,1,1
0.3626122,1,1,1,0
0.3626208,1,1,0,0
0.36263815,1,1,1,1
0.36263825,1,1,1,0
0.3626468,1,1,0,0
0.3626555,1,1,1,1
0.3626556,1,1,1,0
0.3626642,1,1,0,0
0.36268155,1,1,1,1
0.36268165,1,1,1,0
0.36270755,1,1,1,1
0.3627076,1,1,0,0
0.3627249,1,1,1,0
0.36272495,1,1,1,1
0.362725,1,1,1,0
0.3627336,1,1,0,0
0.3627423,1,1,1,1
0.36274235,1,1,1,0
0.362751,1,1,0,0
0.36276835,1,1,1,1
0.3627684,1,1,1,0
0.3627857,1,1,0,0
0.3628117,1,1,1,0
0.36281175,1,1,1,1
0.3628118,1,1,1,0
0.3628204,1,1,0,0
0.36282905,1,1,1,0
0.3628291,1,1,1,1
0.36282915,1,1,1,0
0.36283775,1,1,0,0
0.36284645,1,1,1,1
0.3628465,1,1,1,0
0.36288115,1,1,0,0
0.3628985,1,1,1,1
0.36289855,1,1,1,0
0.36290715,1,1,0,0
0.36291585,1,1,1,1
0.36291595,1,1,1,0
0.36292455,1,1,0,0
0.3629419,1,1,1,1
0.362942,1,1,1,0
0.36295055,1,1,0,0
0.36295925,1,1,1,1
0.36295935,1,1,1,0
0.36298525,1,1,0,0
0.3630026,1,1,1,1
0.3630027,1,1,1,0
0.3630113,1,1,0,0
0.36306335,1,1,1,1
0.36306345,1,1,1,0
0.36307205,1,1,0,0
0.3630894,1,1,1,1
0.3630895,1,1,1,0
0.3630981,1,1,0,0
0.3631328,1,1,1,1
0.3631329,1,1,1,0
0.36314145,1,1,0,0
0.36315015,1,1,1,1
0.36315025,1,1,1,0
0.3631675,1,1,0,0
0.36317615,1,1,1,1
0.36317625,1,1,1,0
0.36318485,1,1,0,0
0.36319355,1,1,1,1
0.36319365,1,1,1,0
0.3632022,1,1,0,0
0.3632369,1,1,1,1
0.363237,1,1,1,0
0.36325425,1,1,0,0
0.36326295,1,1,1,1
0.36326305,1,1,1,0
0.36327165,1,1,0,0
0.36329765,1,1,1,0
0.3632977,1,1,1,1
0.36329775,1,1,1,0
0.36331505,1,1,0,0
0.3633237,1,1,1,1
0.3633238,1,1,1,0
0.36334105,1,1,0,0
0.36334975,1,1,1,1
0.3633498,1,1,1,0
0.36335845,1,1,0,0
0.3633671,1,1,1,1
0.3633672,1,1,1,0
0.3634105,1,1,0,0
0.36341915,1,1,1,0
0.3634192,1,1,1,1
0.36341925,1,1,1,0
0.36342785,1,1,0,0
0.3634365,1,1,1,0
0.36343655,1,1,1,1
0.3634366,1,1,1,0
0.3634452,1,1,0,0
0.36346255,1,1,1,0
0.3634626,1,1,1,1
0.36346265,1,1,1,0
0.36347125,1,1,0,0
0.36349725,1,1,1,1
0.36349735,1,1,1,0
0.3635146,1,1,0,0
0.3635233,1,1,1,1
0.3635234,1,1,1,0
0.363532,1,1,0,0
0.36354065,1,1,1,1
0.36354075,1,1,1,0
0.36357535,1,1,0,0
0.36358405,1,1,1,1
0.36358415,1,1,1,0
0.3636014,1,1,0,0
0.36361005,1,1,1,1
0.36361015,1,1,1,0
0.36361875,1,1,0,0
0.36362745,1,1,1,1
0.36362755,1,1,1,0
0.36366215,1,1,0,0
0.3636708,1,1,1,1
0.3636709,1,1,1,0
0.36368815,1,1,0,0
0.36369685,1,1,1,1
0.36369695,1,1,1,0
0.36370555,1,1,0,0
0.36373155,1,1,1,1
0.36373165,1,1,1,0
0.36374025,1,1,0,0
0.3637489,1,1,1,1
0.363749,1,1,1,0
0.36377495,1,1,0,0
0.3637836,1,1,1,1
0.3637837,1,1,1,0
0.3637923,1,1,0,0
0.36380965,1,1,1,1
0.36380975,1,1,1,0
0.36381835,1,1,0,0
0.3638357,1,1,1,1
0.3638358,1,1,1,0
0.36385305,1,1,0,0
0.3638704,1,1,1,1
0.3638705,1,1,1,0
0.3638791,1,1,0,0
0.36389645,1,1,1,1
0.36389655,1,1,1,0
0.3639225,1,1,0,0
0.36393115,1,1,1,1
0.36393125,1,1,1,0
0.36393985,1,1,0,0
0.3639572,1,1,1,1
0.36395725,1,1,1,0
0.3639659,1,1,0,0
0.36397455,1,1,1,0
0.3639746,1,1,1,1
0.36397465,1,1,1,0
0.3639919,1,1,0,0
0.36401795,1,1,1,1
0.364018,1,1,1,0
0.3640353,1,1,0,0
0.36404395,1,1,1,0
0.364044,1,1,1,1
0.36404405,1,1,1,0
0.36405265,1,1,0,0
0.36407,1,1,1,1
0.3640701,1,1,1,0
0.3640787,1,1,0,0
0.36408735,1,1,1,1
0.36408745,1,1,1,0
0.3641134,1,1,0,0
0.36413075,1,1,1,1
0.36413085,1,1,1,0
0.36413945,1,1,0,0
0.3641915,1,1,1,1
0.3641916,1,1,1,0
0.36420015,1,1,0,0
0.3642175,1,1,1,1
0.3642176,1,1,1,0
0.3642262,1,1,0,0
0.36427825,1,1,1,1
0.36427835,1,1,1,0
0.36428695,1,1,0,0
0.3643043,1,1,1,1
0.3643044,1,1,1,0
0.364313,1,1,0,0
0.3643477,1,1,1,1
0.3643478,1,1,1,0
0.3643737,1,1,0,0
0.36439105,1,1,1,1
0.36439115,1,1,1,0
0.36439975,1,1,0,0
0.3644171,1,1,1,0
0.36441715,1,1,1,1
0.3644172,1,1,1,0
0.3644258,1,1,0,0
0.36444315,1,1,1,1
0.36444325,1,1,1,0
0.3644605,1,1,0,0
0.36447785,1,1,1,1
0.36447795,1,1,1,0
0.36448655,1,1,0,0
0.36449525,1,1,1,1
0.3644953,1,1,1,0
0.3645039,1,1,0,0
0.3645126,1,1,1,1
0.36451265,1,1,1,0
0.3645386,1,1,0,0
0.3645473,1,1,1,1
0.36454735,1,1,1,0
0.36455595,1,1,0,0
0.36456465,1,1,1,1
0.3645647,1,1,1,0
0.36457335,1,1,0,0
0.3646254,1,1,1,1
0.3646255,1,1,1,0
0.36463405,1,1,0,0
0.3646514,1,1,1,1
0.3646515,1,1,1,0
0.3646601,1,1,0,0
0.3646688,1,1,1,1
0.3646689,1,1,1,0
0.36467745,1,1,0,0
0.36468615,1,1,1,1
0.36468625,1,1,1,0
0.36472085,1,1,0,0
0.3647382,1,1,1,1
0.3647383,1,1,1,0
0.3647469,1,1,0,0
0.36475555,1,1,1,1
0.36475565,1,1,1,0
0.36476425,1,1,0,0
0.3647729,1,1,1,1
0.364773,1,1,1,0
0.3648076,1,1,0,0
0.36482495,1,1,1,1
0.36482505,1,1,1,0
0.36483365,1,1,0,0
0.36484235,1,1,1,1
0.36484245,1,1,1,0
0.364851,1,1,0,0
0.3648597,1,1,1,1
0.3648598,1,1,1,0
0.3648944,1,1,0,0
0.36491175,1,1,1,1
0.36491185,1,1,1,0
0.36492045,1,1,0,0
0.3649291,1,1,1,1
0.3649292,1,1,1,0
0.3649378,1,1,0,0
0.36494645,1,1,1,1
0.36494655,1,1,1,0
0.36498115,1,1,0,0
0.3649985,1,1,1,0
0.36499855,1,1,1,1
0.3649986,1,1,1,0
0.3650072,1,1,1,1
0.36500725,1,1,0,0
0.3650159,1,1,1,1
0.365016,1,1,1,0
0.36502455,1,1,1,1
0.3650246,1,1,0,0
0.36503325,1,1,1,1
0.36503335,1,1,1,0
0.36506795,1,1,0,0
0.3650853,1,1,1,1
0.3650854,1,1,1,0
0.365094,1,1,0,0
0.3651027,1,1,1,1
0.36510275,1,1,1,0
0.36511135,1,1,0,0
0.36512005,1,1,1,1
0.3651201,1,1,1,0
0.36515475,1,1,0,0
0.3651721,1,1,1,1
0.3651722,1,1,1,0
0.3651808,1,1,0,0
0.36518945,1,1,1,0
0.3651895,1,1,1,1
0.36518955,1,1,1,0
0.36519815,1,1,0,0
0.3652068,1,1,1,1
0.3652069,1,1,1,0
0.3652415,1,1,0,0
0.36525885,1,1,1,1
0.36525895,1,1,1,0
0.36526755,1,1,0,0
0.3653196,1,1,1,1
0.3653197,1,1,1,0
0.3653283,1,1,0,0
0.36534565,1,1,1,1
0.36534575,1,1,1,0
0.36535435,1,1,0,0
0.3653977,1,1,1,1
0.3653978,1,1,1,0
0.3654064,1,1,0,0
0.36541505,1,1,1,1
0.36541515,1,1,1,0
0.36542375,1,1,0,0
0.3654324,1,1,1,1
0.3654325,1,1,1,0
0.3654411,1,1,0,0
0.36546715,1,1,1,1
0.36546725,1,1,1,0
0.3654758,1,1,0,0
0.3654845,1,1,1,1
0.3654846,1,1,1,0
0.3655105,1,1,0,0
0.3655192,1,1,1,1
0.3655193,1,1,1,0
0.3655279,1,1,0,0
0.3655539,1,1,1,0
0.36555395,1,1,1,1
0.365554,1,1,1,0
0.3655626,1,1,0,0
0.36557125,1,1,1,0
0.3655713,1,1,1,1
0.36557135,1,1,1,0
0.36557995,1,1,0,0
0.3655886,1,1,1,0
0.36558865,1,1,1,1
0.3655887,1,1,1,0
0.3655973,1,1,0,0
0.36560595,1,1,1,0
0.365606,1,1,1,1
0.36560605,1,1,1,0
0.36561465,1,1,1,1
0.3656147,1,1,0,0
0.36562335,1,1,1,1
0.36562345,1,1,1,0
0.36563205,1,1,0,0
0.36566675,1,1,1,1
0.3656668,1,1,1,0
0.3656841,1,1,0,0
0.36569275,1,1,1,0
0.3656928,1,1,1,1
0.36569285,1,1,1,0
0.36570145,1,1,0,0
0.3657188,1,1,1,0
0.36571885,1,1,1,1
0.3657189,1,1,1,0
0.3657275,1,1,0,0
0.3657535,1,1,1,0
0.36575355,1,1,1,1
0.3657536,1,1,1,0
0.36577085,1,1,0,0
0.36577955,1,1,1,1
0.36577965,1,1,1,0
0.36578825,1,1,0,0
0.36581425,1,1,1,1
0.36581435,1,1,1,0
0.3658316,1,1,0,0
0.3658403,1,1,1,1
0.3658404,1,1,1,0
0.36585765,1,1,0,0
0.3658663,1,1,1,1
0.3658664,1,1,1,0
0.365875,1,1,0,0
0.3658837,1,1,1,1
0.3658838,1,1,1,0
0.36589235,1,1,0,0
0.36590105,1,1,1,1
0.36590115,1,1,1,0
0.3659097,1,1,0,0
0.36592705,1,1,1,1
0.36592715,1,1,1,0
0.3659444,1,1,0,0
0.3659531,1,1,1,1
0.3659532,1,1,1,0
0.3659618,1,1,0,0
0.36597045,1,1,1,1
0.36597055,1,1,1,0
0.36601385,1,1,0,0
0.3660225,1,1,1,1
0.3660226,1,1,1,0
0.3660312,1,1,0,0
0.36603985,1,1,1,1
0.36603995,1,1,1,0
0.36604855,1,1,0,0
0.36605725,1,1,1,1
0.36605735,1,1,1,0
0.3660746,1,1,0,0
0.3661093,1,1,1,1
0.3661094,1,1,1,0
0.36611795,1,1,0,0
0.36612665,1,1,1,1
0.36612675,1,1,1,0
0.36613535,1,1,0,0
0.366144,1,1,1,0
0.36614405,1,1,1,1
0.3661441,1,1,1,0
0.3661787,1,1,1,1
0.36617875,1,1,0,0
0.3661874,1,1,1,1
0.3661875,1,1,1,0
0.36620475,1,1,0,0
0.36621345,1,1,1,1
0.3662135,1,1,1,0
0.36622215,1,1,0,0
0.3662395,1,1,1,1
0.36623955,1,1,1,0
0.3662655,1,1,0,0
0.3662742,1,1,1,1
0.36627425,1,1,1,0
0.36629155,1,1,0,0
0.3663002,1,1,1,0
0.36630025,1,1,1,1
0.3663003,1,1,1,0
0.3663089,1,1,0,0
0.36632625,1,1,1,0
0.3663263,1,1,1,1
0.36632635,1,1,1,0
0.3663436,1,1,0,0
0.36636095,1,1,1,1
0.36636105,1,1,1,0
0.3663783,1,1,0,0
0.366387,1,1,1,1
0.3663871,1,1,1,0
0.3663957,1,1,0,0
0.36640435,1,1,1,1
0.36640445,1,1,1,0
0.36641305,1,1,0,0
0.3664304,1,1,1,1
0.3664305,1,1,1,0
0.36643905,1,1,0,0
0.36644775,1,1,1,1
0.36644785,1,1,1,0
0.3664651,1,1,0,0
0.36647375,1,1,1,1
0.36647385,1,1,1,0
0.36648245,1,1,0,0
0.36649115,1,1,1,1
0.36649125,1,1,1,0
0.36651715,1,1,0,0
0.3665345,1,1,1,1
0.3665346,1,1,1,0
0.36655185,1,1,0,0
0.36656055,1,1,1,1
0.36656065,1,1,1,0
0.36656925,1,1,0,0
0.3666213,1,1,1,1
0.3666214,1,1,1,0
0.36662995,1,1,0,0
0.3666473,1,1,1,1
0.3666474,1,1,1,0
0.366656,1,1,0,0
0.36671675,1,1,1,1
0.36671685,1,1,1,0
0.3667254,1,1,0,0
0.3667341,1,1,1,1
0.3667342,1,1,1,0
0.3667428,1,1,0,0
0.3667862,1,1,1,1
0.36678625,1,1,1,0
0.36680355,1,1,0,0
0.3668209,1,1,1,1
0.36682095,1,1,1,0
0.3668296,1,1,0,0
0.3668643,1,1,1,1
0.36686435,1,1,1,0
0.366899,1,1,0,0
0.36690765,1,1,1,0
0.3669077,1,1,1,1
0.36690775,1,1,1,0
0.36691635,1,1,0,0
0.3669424,1,1,1,1
0.3669425,1,1,1,0
0.36695105,1,1,0,0
0.36695975,1,1,1,1
0.36695985,1,1,1,0
0.3669771,1,1,0,0
0.36699445,1,1,1,1
0.36699455,1,1,1,0
0.36700315,1,1,0,0
0.3670205,1,1,1,1
0.3670206,1,1,1,0
0.36702915,1,1,0,0
0.3670465,1,1,1,1
0.3670466,1,1,1,0
0.36706385,1,1,0,0
0.3670812,1,1,1,1
0.3670813,1,1,1,0
0.3670899,1,1,0,0
0.3671333,1,1,1,1
0.3671334,1,1,1,0
0.36715065,1,1,0,0
0.367168,1,1,1,1
0.3671681,1,1,1,0
0.3671767,1,1,0,0
0.36722005,1,1,1,1
0.36722015,1,1,1,0
0.3672374,1,1,0,0
0.36725475,1,1,1,1
0.36725485,1,1,1,0
0.36726345,1,1,0,0
0.3672895,1,1,1,1
0.3672896,1,1,1,0
0.36729815,1,1,0,0
0.3673155,1,1,1,0
0.36731555,1,1,1,1
0.3673156,1,1,1,0
0.36733285,1,1,1,1
0.3673329,1,1,0,0
0.36734155,1,1,1,1
0.36734165,1,1,1,0
0.36735025,1,1,0,0
0.36735895,1,1,1,1
0.367359,1,1,1,0
0.3673676,1,1,0,0
0.36739365,1,1,1,1
0.3673937,1,1,1,0
0.367411,1,1,0,0
0.36742835,1,1,1,1
0.3674284,1,1,1,0
